tweet_user_name,tweet_user_screen,follower_count,user_created,tweet_count,following_status,friends_count,favourites_count,description,user_verified,user_time_zone,user_location,user_tweet,hash_tag,tweet_source,location_from_tweets,tweet_sentiment_polarity,tweet_sentiment_subjectivity,match_ratio,country_partial_match_ratio,token_sort_match_ratio,token_set_match_ratio,location_from_tweets_match_ratio,location_from_tweets_country_partial_match_ratio,location_from_tweets_token_sort_match_ratio,location_from_tweets_token_set_match_ratio,input_disaster_location,input_disaster
Johnson_Wx 🎃,225MPH_EF4,305,Tue Oct 06 14:18:29 +0000 2020,6920,False,141,15708,"Storm Chaser (Not yet)
Weather Geek 
I like violently rotating condensed particles
I chase separately and discuss real weather events occuring worldwide.",False,,"Illinois, USA","RT @MatthewCappucci: From the Cayman Islands radar, we can see why the strongest winds have been observed in the southern eyewall.

To the…",,Twitter Web App,Cayman Islands,0.0,0.0,14,36,8,9,10,33,10,10,Mexico,cyclone
Prep And Alert,PrepandAlert,2,Tue Oct 06 14:18:26 +0000 2020,15,False,16,2,"Our goal is to help companies, families, and individuals be ready and prepared in case of a disaster caused by an earthquake, a fire, a flood, etc.",False,,"Laguna Hills, CA",Let's keep preparing during this Hurricane season. #HurricaneSally #Delta #Hurricane #Preparedness #staysafe… https://t.co/9iDoAeUjkJ,"HurricaneSally,Delta,Hurricane,Preparedness,staysafe",Twitter Web App,,0.0,0.0,7,36,10,11,0,0,0,0,Mexico,cyclone
Matthew Cappucci,MatthewCappucci,11167,Tue Oct 06 14:17:55 +0000 2020,26504,False,158,60375,"Atmospheric scientist, traveler, adventurer. Meteorologist @washingtonpost, @wamu885. Tropics/severe. Educational consultant. @Harvard ‘19. @wafflehouse fan.🌪",True,,"Washington, DC","From the Cayman Islands radar, we can see why the strongest winds have been observed in the southern eyewall.

To t… https://t.co/3nXTWxaPpX",,Twitter Web App,,0.0,0.0,10,43,5,6,0,0,0,0,Mexico,cyclone
Wendy Martin,Wendy47martin,115,Tue Oct 06 14:17:44 +0000 2020,4154,False,123,2861,,False,,United States,"RT @weatherchannel: With 25 named storms already in the books, how high could the #2020 #hurricane season tally go.  

https://t.co/m27yhxM…","2020,hurricane",Twitter for iPhone,,0.16,0.5399999999999999,5,36,11,12,0,0,0,0,Mexico,cyclone
Fernando Ruano Faxas,RuanoFaxas,688,Tue Oct 06 14:17:18 +0000 2020,106851,False,149,2831,#Comunicación #Communication #Lingüística #Linguistics #Filología #Philology  #Imagología #Imagology https://t.co/1jK69Ipkrb,False,,United States of America,"RT @RuanoFaxas: @nytimes “The #Democrats have become too extreme. And they’ve become,frankly,too dangerous to govern. They’ve gone wacko.""…",Democrats,Twitter Web App,,-0.3625,0.95,14,36,14,16,0,0,0,0,Mexico,cyclone
Justin Hobson,justinhobson85,3408,Tue Oct 06 14:17:11 +0000 2020,25433,False,499,40317,Dad | Husband | Sr. Meteorologist | 🇨🇦 ⛈ Chaser | https://t.co/TRFPL9BCfZ. | Witness to Canada's strongest recorded 🌪 | 🏋 fan | 🐶 lover | 🇦🇼 / 🇵🇱 | Edmonton born,False,,"Victoria, British Columbia",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Edward the Texas Moran,TexasMoran,361,Tue Oct 06 14:16:42 +0000 2020,15929,False,860,4365,"I know the derivative of e^x.  Houston.  Catholic.  Navy vet.  Married, 4 kids.",False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter Web App,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Teej,TeejGallagher,455,Tue Oct 06 14:16:30 +0000 2020,12032,False,375,18313,So it goes.,False,,Pittsburgh,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Cameron Aaron,aaronwx,174,Tue Oct 06 14:16:21 +0000 2020,913,False,177,418,Campus Connect Student Meteorologist 🌧🌧 @msstate ‘21 🐶,False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
LiveWorldStream,Liveworldstream,708,Tue Oct 06 14:15:26 +0000 2020,16500,False,1518,4858,"Live-streams, Breaking News, Live Events, Entrepreneur Advice, Motivational Quotes and Lifehacks. World-wide.",False,,,RT @pppapin: The tiny core of #Hurricane #Delta is coming into view of the Cayman Islands radar. You can see the tiny inner core with the e…,"Hurricane,Delta",Twitter for iPhone,"Delta,Cayman Islands",0.0,0.3888888888888889,8,43,11,13,15,33,8,8,Mexico,cyclone
Alejandro 🌳🕊️🌾 #GoVegan🌿🌎,Alejandro_vegan,571,Tue Oct 06 14:14:57 +0000 2020,32416,False,397,16921,"Vegano, Progresista, Ateo, Childfree.
Naturaleza, Ejercicio, Música, Ciencia, Cocina, Paisajes, Sci fi.",False,,"Bogotá, D.C., Colombia",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Dane,danemachiela,93,Tue Oct 06 14:14:52 +0000 2020,3398,False,163,3079,"2 Kings 2:23-24 
Husband 
Father to three 
Educational IT Lead",False,,"Michigan, USA",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter Web App,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Jeanette Alcantar,JeaneteAlcantar,330,Tue Oct 06 14:14:43 +0000 2020,24385,False,2313,4617,"Reportera y redactora en @BlastingNewsMX 
CM en Tv Azteca.
Periodista y animalista en búsqueda de historias.",False,,México,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Alejandro 🌳🕊️🌾 #GoVegan🌿🌎,Alejandro_vegan,571,Tue Oct 06 14:14:43 +0000 2020,32416,False,397,16921,"Vegano, Progresista, Ateo, Childfree.
Naturaleza, Ejercicio, Música, Ciencia, Cocina, Paisajes, Sci fi.",False,,"Bogotá, D.C., Colombia",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Brad Sowder,TheBradSowder,10295,Tue Oct 06 14:14:35 +0000 2020,8579,False,3255,5246,"Certified Broadcast Meteorologist - Fox San Antonio - NBC San Antonio & media partners. Crazy weather wherever it's happening, Severe weather expert.",True,,"San Antonio, TX",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
🌎☄️,BestButterCup,2390,Tue Oct 06 14:14:04 +0000 2020,61301,False,2333,216582,"“America will never be destroyed from the outside. If we falter and lose our freedoms, it will be because we destroyed ourselves.” Lincoln",False,,Blue dot in Red Hell ,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
NDIN,NDINnet,492,Tue Oct 06 14:13:47 +0000 2020,3531,False,381,467,National Disaster Interfaiths Network,False,,"New York, NY",RT @NHC_Atlantic: Here are the Key Messages for rapidly intensifying #Hurricane #Delta this late Monday evening.  The latest advisory is at…,"Hurricane,Delta",Twitter for iPhone,Delta,0.06666666666666667,0.8333333333333334,9,29,11,11,18,20,18,18,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:13:47 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/mAKzJlIMIm","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
🌀 Tropics Weather 🌀,TropicsWeather,948,Tue Oct 06 14:13:44 +0000 2020,2721,False,269,4743,A Filipino high school student and a tropical weather enthusiast that provides posts about tropical weather worldwide. Includes personal opinions and humor.,False,,"Imus, Cavite, Philippines",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Geddy Davis,gdincg,451,Tue Oct 06 14:13:19 +0000 2020,7920,False,461,153499,"CGHS ‘18. PSU ‘20. OSU ‘22. Weather, photography, sports, music.",False,,O-H-I-O,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Professor Sean,scxq28,3148,Tue Oct 06 14:13:09 +0000 2020,94149,False,5002,53005,"Author, Educator, Ocean Scientist. | #BidenHarris2020 🇺🇸🧜🏻‍♂️🐳🌊🌎 Help end Alzheihttp://alz.orgsaXGz1D",False,,"Fullerton, CA, USA",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Jon Parker,weatherguy4life,1038,Tue Oct 06 14:13:06 +0000 2020,16027,False,1982,41020,@millersvilleu 2020 graduate with a B.S. in Meteorology and a minor in #EmergencyManagement Excited to start as an Associate Meteorologist at @weatherworks !!,False,,,"RT @JakeCarstens: #Delta was named a tropical storm at 8AM EDT yesterday. At 8AM today, it's nearing Category 3 #hurricane intensity.

That…","Delta,hurricane",Twitter for iPhone,Delta,0.0,0.0,10,36,12,13,18,20,18,18,Mexico,cyclone
🎄🎃 Stephie H 🇲🇽 🇱🇧 🎃🎄,StephieTheLefty,3075,Tue Oct 06 14:13:03 +0000 2020,31633,False,2118,167198,"They/Them; #ADHD, Aro, Texas nerd, poor mapmaker, proud Houstonian. Really not as cute as this pfp makes me look. #BlackLivesMatter",False,,Texas,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Trish Strickland,TrishStricklan,14,Tue Oct 06 14:12:54 +0000 2020,526,False,108,305,,False,,,"RT @gulfbreezenews: With the Pensacola Bay Bridge out of commission, evacuation routes are limited off the Gulf Breeze peninsula. Don’t get…",,Twitter for Android,Gulf Breeze,-0.07142857142857142,0.14285714285714285,5,36,8,8,12,18,12,12,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:12:41 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/waZU9znnwm","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
spooky big tiddie goth mafioso enthusiast,lokicest,441,Tue Oct 06 14:12:29 +0000 2020,69403,False,608,64613,🇲🇽 jess (she/her/they?idk??) / eng/esp / fic writer / multifandom but mostly in jjba hell / pro-ship i guess?? im just vibin’ RT heavy & NSFW,False,,Dio’s fuckhouse,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
"James L Senegal The Real ""King James"" Version",ZydecoInc,235,Tue Oct 06 14:12:26 +0000 2020,6390,False,590,680,"https://t.co/QTp2zW8HvA aka https://t.co/J87V7r1gxo  - https://t.co/w1NF6XxAPl
https://t.co/mDBFHwhXiC Donate to https://t.co/UgAHqntTNi or https://t.co/errY23cNUA",False,,"Temecula, California","https://t.co/h0J2UR92HP
#Hurricane #Delta is rapidly intensifying and could become a major Category 4 storm before… https://t.co/oj5redM5VV","Hurricane,Delta",Twitter Web App,Delta,0.0625,0.5,7,36,10,10,18,20,18,18,Mexico,cyclone
Rafa with the Good Hair,A_Kid_Named_Lee,1181,Tue Oct 06 14:12:24 +0000 2020,188730,False,1133,14232,"Im on the road to success, feel free to follow me. #FreeTheFro #BlackEngineer #PlantDad",False,,Tupelo-Birmingham ,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:11:58 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/rRSk5rFmb8","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
Eve Pen,epen888,1,Tue Oct 06 14:11:51 +0000 2020,3664,False,379,4512,,False,,,"RT @weatherchannel: With 25 named storms already in the books, how high could the #2020 #hurricane season tally go.  

https://t.co/m27yhxM…","2020,hurricane",Twitter for iPhone,,0.16,0.5399999999999999,5,36,11,12,0,0,0,0,Mexico,cyclone
Chance Metz,metz_chance,948,Tue Oct 06 14:11:44 +0000 2020,389953,False,4706,362578,"Like hockey, NASCAR, golf, the weather and te NFL.",False,,"Austintown, Ohio",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter Web App,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:11:35 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/wGdf1EYi6p","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
Josh Fitzpatrick,JoshFitzWx,7599,Tue Oct 06 14:11:00 +0000 2020,49350,False,114,61,"Meteorologist @NBC29, @CW29 & local @WeatherNation. Winner of Best of C-Ville & Daily Progress TV Personality! Previously @WSAZNews and @WOAYNewsWatch.",True,,"Charlottesville, Virginia","Strengthening #Hurricane #Delta roars toward Mexico’s Yucatan 

https://t.co/I1jG8Vlwht #HurricaneDelta https://t.co/HqjuTQ5TJG","Hurricane,Delta,HurricaneDelta",Twitter for iPhone,"Delta,Mexico,Yucatan",0.0,0.0,17,57,17,60,46,100,46,100,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:10:59 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/KqegtPDswa","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
Papa Charly Lee,Prep68_PSU72,27,Tue Oct 06 14:10:55 +0000 2020,2660,False,73,3122,"👴Husband•Dad•Grandpa•Brother in 🐾 Happy Valley, PA / 🇺🇸God Bless America🇺🇸 /",False,,"State College, PA","RT @kellycass: #Hurricane #Delta continues to intensify, now almost a #cat3. 
The timing of impacts and eventual landfall along US gulf coa…","Hurricane,Delta,cat3",Twitter for iPhone,"Delta,US",0.0,0.0,8,36,8,8,14,17,14,14,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:10:35 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/yS2GPlZtP0","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
No one,ungubunugu1274,3229,Tue Oct 06 14:10:34 +0000 2020,741565,False,3157,223273,"If you are not outraged ,you are not paying enough attention.
La legge è uguale per tutti. 
lists and bots get blocked.",False,,timbuktu,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Oscar Lopez,oscarlopezgib,1880,Tue Oct 06 14:10:17 +0000 2020,7691,False,1827,2397,"@NLGJA Journalist of the Year. Americas correspondent for @TRF_Stories. Focus on #LGBT rights. Bylines: @nytimes, @thetimes, @Guardian, @WashingtonPost",False,,Mexico,"RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter for iPhone,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
Waiting for Normalcy,46andtoo,159,Tue Oct 06 14:10:08 +0000 2020,12750,False,855,41677,,False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
